internal_trade_id,order_id,execution_id,trade_date,settle_date,symbol,side,quantity,price,gross_amount,commission,fees,currency,strategy,portfolio,account_id,broker,source_system,created_at
INT-000100,ORD-000034,EXEC-000100,2026-06-12,2026-06-16,MSFT,BUY,200,479.72,95944.0,0.6,1.9189,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000101,ORD-000034,EXEC-000101,2026-06-12,2026-06-16,JPM,SELL,1500,253.45,380175.0,4.5,7.6035,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000102,ORD-000035,EXEC-000102,2026-06-12,2026-06-16,QQQ,BUY,500,446.03,223015.0,1.5,4.4603,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000103,ORD-000035,EXEC-000103,2026-06-12,2026-06-16,AMZN,BUY,2000,409.92,819840.0,6.0,16.3968,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000104,ORD-000035,EXEC-000104,2026-06-12,2026-06-16,SPY,SELL,300,125.26,37578.0,0.9,0.7516,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000105,ORD-000036,EXEC-000105,2026-06-12,2026-06-16,JPM,SELL,500,213.32,106660.0,1.5,2.1332,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000106,ORD-000036,EXEC-000106,2026-06-12,2026-06-16,TSLA,SELL,300,404.3,121290.0,0.9,2.4258,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000107,ORD-000036,EXEC-000107,2026-06-12,2026-06-16,GOOGL,SELL,300,87.23,26169.0,0.9,0.5234,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000108,ORD-000037,EXEC-000108,2026-06-12,2026-06-16,AAPL,BUY,1000,229.83,229830.0,3.0,4.5966,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000109,ORD-000037,EXEC-000109,2026-06-12,2026-06-16,META,BUY,300,274.11,82233.0,0.9,1.6447,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000110,ORD-000037,EXEC-000110,2026-06-12,2026-06-16,QQQ,BUY,1500,111.86,167790.0,4.5,3.3558,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000111,ORD-000038,EXEC-000111,2026-06-12,2026-06-16,AMZN,BUY,500,569.3,284650.0,1.5,5.693,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000112,ORD-000038,EXEC-000112,2026-06-12,2026-06-16,SPY,SELL,500,504.14,252070.0,1.5,5.0414,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000113,ORD-000038,EXEC-000113,2026-06-12,2026-06-16,TSLA,BUY,1000,314.78,314780.0,3.0,6.2956,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000114,ORD-000039,EXEC-000114,2026-06-12,2026-06-16,GOOGL,SELL,2000,21.49,42980.0,6.0,0.8596,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000115,ORD-000039,EXEC-000115,2026-06-12,2026-06-16,JPM,SELL,300,212.82,63846.0,0.9,1.2769,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000116,ORD-000039,EXEC-000116,2026-06-12,2026-06-16,AMZN,BUY,1000,242.12,242120.0,3.0,4.8424,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000117,ORD-000040,EXEC-000117,2026-06-12,2026-06-16,TSLA,SELL,1500,479.59,719385.0,4.5,14.3877,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000118,ORD-000040,EXEC-000118,2026-06-12,2026-06-16,NVDA,SELL,2000,78.21,156420.0,6.0,3.1284,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000119,ORD-000040,EXEC-000119,2026-06-12,2026-06-16,NVDA,SELL,2000,399.77,799540.0,6.0,15.9908,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000120,ORD-000041,EXEC-000120,2026-06-12,2026-06-16,GOOGL,SELL,1500,66.58,99870.0,4.5,1.9974,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000121,ORD-000041,EXEC-000121,2026-06-12,2026-06-16,SPY,BUY,1000,59.68,59680.0,3.0,1.1936,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000122,ORD-000041,EXEC-000122,2026-06-12,2026-06-16,TSLA,BUY,2000,387.57,775140.0,6.0,15.5028,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000123,ORD-000042,EXEC-000123,2026-06-12,2026-06-16,AAPL,BUY,300,481.76,144528.0,0.9,2.8906,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000124,ORD-000042,EXEC-000124,2026-06-12,2026-06-16,NVDA,BUY,1000,258.99,258990.0,3.0,5.1798,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000125,ORD-000042,EXEC-000125,2026-06-12,2026-06-16,MSFT,SELL,1000,416.22,416220.0,3.0,8.3244,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000126,ORD-000043,EXEC-000126,2026-06-12,2026-06-16,META,SELL,300,406.77,122031.0,0.9,2.4406,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000127,ORD-000043,EXEC-000127,2026-06-12,2026-06-16,JPM,SELL,1000,193.51,193510.0,3.0,3.8702,USD,ETF_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000128,ORD-000043,EXEC-000128,2026-06-12,2026-06-16,AMZN,SELL,2000,300.26,600520.0,6.0,12.0104,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000129,ORD-000044,EXEC-000129,2026-06-12,2026-06-16,META,BUY,2000,401.77,803540.0,6.0,16.0708,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000130,ORD-000044,EXEC-000130,2026-06-12,2026-06-16,META,BUY,1000,485.12,485120.0,3.0,9.7024,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000131,ORD-000044,EXEC-000131,2026-06-12,2026-06-16,MSFT,BUY,300,477.39,143217.0,0.9,2.8643,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000132,ORD-000045,EXEC-000132,2026-06-12,2026-06-16,META,SELL,1500,260.99,391485.0,4.5,7.8297,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000133,ORD-000045,EXEC-000133,2026-06-12,2026-06-16,NVDA,SELL,2000,567.63,1135260.0,6.0,22.7052,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000134,ORD-000045,EXEC-000134,2026-06-12,2026-06-16,MSFT,BUY,2000,580.57,1161140.0,6.0,23.2228,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000135,ORD-000046,EXEC-000135,2026-06-12,2026-06-16,TSLA,BUY,300,331.21,99363.0,0.9,1.9873,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000136,ORD-000046,EXEC-000136,2026-06-12,2026-06-16,GOOGL,BUY,1500,155.62,233430.0,4.5,4.6686,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000137,ORD-000046,EXEC-000137,2026-06-12,2026-06-16,JPM,SELL,1500,256.81,385215.0,4.5,7.7043,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000138,ORD-000047,EXEC-000138,2026-06-12,2026-06-16,JPM,BUY,100,156.18,15618.0,0.3,0.3124,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000139,ORD-000047,EXEC-000139,2026-06-12,2026-06-16,GOOGL,SELL,1000,450.52,450520.0,3.0,9.0104,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000140,ORD-000047,EXEC-000140,2026-06-12,2026-06-16,QQQ,SELL,300,38.98,11694.0,0.9,0.2339,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000141,ORD-000048,EXEC-000141,2026-06-12,2026-06-16,AMZN,SELL,100,588.94,58894.0,0.3,1.1779,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000142,ORD-000048,EXEC-000142,2026-06-12,2026-06-16,META,BUY,100,570.43,57043.0,0.3,1.1409,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000143,ORD-000048,EXEC-000143,2026-06-12,2026-06-16,AAPL,SELL,200,593.52,118704.0,0.6,2.3741,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000144,ORD-000049,EXEC-000144,2026-06-12,2026-06-16,QQQ,BUY,2000,524.42,1048840.0,6.0,20.9768,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000145,ORD-000049,EXEC-000145,2026-06-12,2026-06-16,NVDA,BUY,1000,165.38,165380.0,3.0,3.3076,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000146,ORD-000049,EXEC-000146,2026-06-12,2026-06-16,AAPL,SELL,2000,477.29,954580.0,6.0,19.0916,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000147,ORD-000050,EXEC-000147,2026-06-12,2026-06-16,META,BUY,200,450.2,90040.0,0.6,1.8008,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000148,ORD-000050,EXEC-000148,2026-06-12,2026-06-16,JPM,SELL,1000,364.33,364330.0,3.0,7.2866,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000149,ORD-000050,EXEC-000149,2026-06-12,2026-06-16,JPM,BUY,100,599.18,59918.0,0.3,1.1984,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000150,ORD-000051,EXEC-000150,2026-06-12,2026-06-16,JPM,BUY,100,206.82,20682.0,0.3,0.4136,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000151,ORD-000051,EXEC-000151,2026-06-12,2026-06-16,QQQ,SELL,500,596.88,298440.0,1.5,5.9688,USD,ETF_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000152,ORD-000051,EXEC-000152,2026-06-12,2026-06-16,MSFT,BUY,2000,399.73,799460.0,6.0,15.9892,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000153,ORD-000052,EXEC-000153,2026-06-12,2026-06-16,AMZN,SELL,300,499.9,149970.0,0.9,2.9994,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000154,ORD-000052,EXEC-000154,2026-06-12,2026-06-16,TSLA,SELL,1500,167.84,251760.0,4.5,5.0352,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000155,ORD-000052,EXEC-000155,2026-06-12,2026-06-16,MSFT,BUY,500,76.01,38005.0,1.5,0.7601,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000156,ORD-000053,EXEC-000156,2026-06-12,2026-06-16,QQQ,SELL,1500,90.89,136335.0,4.5,2.7267,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000157,ORD-000053,EXEC-000157,2026-06-12,2026-06-16,QQQ,SELL,300,80.09,24027.0,0.9,0.4805,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000158,ORD-000053,EXEC-000158,2026-06-12,2026-06-16,AMZN,BUY,300,510.32,153096.0,0.9,3.0619,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000159,ORD-000054,EXEC-000159,2026-06-12,2026-06-16,TSLA,BUY,1000,558.87,558870.0,3.0,11.1774,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000160,ORD-000054,EXEC-000160,2026-06-12,2026-06-16,META,SELL,300,223.59,67077.0,0.9,1.3415,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000161,ORD-000054,EXEC-000161,2026-06-12,2026-06-16,NVDA,BUY,100,452.74,45274.0,0.3,0.9055,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000162,ORD-000055,EXEC-000162,2026-06-12,2026-06-16,GOOGL,BUY,300,200.75,60225.0,0.9,1.2045,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000163,ORD-000055,EXEC-000163,2026-06-12,2026-06-16,NVDA,BUY,1500,67.32,100980.0,4.5,2.0196,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000164,ORD-000055,EXEC-000164,2026-06-12,2026-06-16,TSLA,SELL,200,457.87,91574.0,0.6,1.8315,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000165,ORD-000056,EXEC-000165,2026-06-12,2026-06-16,META,SELL,1000,406.94,406940.0,3.0,8.1388,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000166,ORD-000056,EXEC-000166,2026-06-12,2026-06-16,AAPL,BUY,300,568.29,170487.0,0.9,3.4097,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000167,ORD-000056,EXEC-000167,2026-06-12,2026-06-16,MSFT,BUY,500,453.27,226635.0,1.5,4.5327,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000168,ORD-000057,EXEC-000168,2026-06-12,2026-06-16,SPY,SELL,100,250.3,25030.0,0.3,0.5006,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000169,ORD-000057,EXEC-000169,2026-06-12,2026-06-16,JPM,BUY,2000,201.58,403160.0,6.0,8.0632,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000170,ORD-000057,EXEC-000170,2026-06-12,2026-06-16,MSFT,SELL,100,580.4,58040.0,0.3,1.1608,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000171,ORD-000058,EXEC-000171,2026-06-12,2026-06-16,TSLA,BUY,200,272.69,54538.0,0.6,1.0908,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000172,ORD-000058,EXEC-000172,2026-06-12,2026-06-16,GOOGL,BUY,300,471.89,141567.0,0.9,2.8313,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000173,ORD-000058,EXEC-000173,2026-06-12,2026-06-16,GOOGL,BUY,200,79.63,15926.0,0.6,0.3185,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000174,ORD-000059,EXEC-000174,2026-06-12,2026-06-16,MSFT,BUY,2000,384.21,768420.0,6.0,15.3684,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000175,ORD-000059,EXEC-000175,2026-06-12,2026-06-16,NVDA,SELL,100,291.97,29197.0,0.3,0.5839,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000176,ORD-000059,EXEC-000176,2026-06-12,2026-06-16,GOOGL,BUY,300,287.81,86343.0,0.9,1.7269,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000177,ORD-000060,EXEC-000177,2026-06-12,2026-06-16,MSFT,BUY,1000,364.57,364570.0,3.0,7.2914,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000178,ORD-000060,EXEC-000178,2026-06-12,2026-06-16,QQQ,BUY,300,370.9,111270.0,0.9,2.2254,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000179,ORD-000060,EXEC-000179,2026-06-12,2026-06-16,MSFT,SELL,1500,68.91,103365.0,4.5,2.0673,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000180,ORD-000061,EXEC-000180,2026-06-12,2026-06-16,JPM,SELL,1000,323.19,323190.0,3.0,6.4638,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000181,ORD-000061,EXEC-000181,2026-06-12,2026-06-16,TSLA,SELL,2000,216.25,432500.0,6.0,8.65,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000182,ORD-000061,EXEC-000182,2026-06-12,2026-06-16,GOOGL,BUY,1000,413.46,413460.0,3.0,8.2692,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000183,ORD-000062,EXEC-000183,2026-06-12,2026-06-16,MSFT,BUY,300,199.93,59979.0,0.9,1.1996,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000184,ORD-000062,EXEC-000184,2026-06-12,2026-06-16,META,SELL,1500,479.16,718740.0,4.5,14.3748,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000185,ORD-000062,EXEC-000185,2026-06-12,2026-06-16,AAPL,SELL,300,124.55,37365.0,0.9,0.7473,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000186,ORD-000063,EXEC-000186,2026-06-12,2026-06-16,AMZN,BUY,200,64.76,12952.0,0.6,0.259,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000187,ORD-000063,EXEC-000187,2026-06-12,2026-06-16,QQQ,SELL,200,114.1,22820.0,0.6,0.4564,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000188,ORD-000063,EXEC-000188,2026-06-12,2026-06-16,TSLA,SELL,1500,437.36,656040.0,4.5,13.1208,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000189,ORD-000064,EXEC-000189,2026-06-12,2026-06-16,SPY,BUY,300,580.05,174015.0,0.9,3.4803,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000190,ORD-000064,EXEC-000190,2026-06-12,2026-06-16,JPM,SELL,2000,241.49,482980.0,6.0,9.6596,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000191,ORD-000064,EXEC-000191,2026-06-12,2026-06-16,QQQ,BUY,2000,165.0,330000.0,6.0,6.6,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000192,ORD-000065,EXEC-000192,2026-06-12,2026-06-16,SPY,BUY,300,68.65,20595.0,0.9,0.4119,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000193,ORD-000065,EXEC-000193,2026-06-12,2026-06-16,TSLA,BUY,200,493.69,98738.0,0.6,1.9748,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000194,ORD-000065,EXEC-000194,2026-06-12,2026-06-16,TSLA,SELL,200,243.98,48796.0,0.6,0.9759,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000195,ORD-000066,EXEC-000195,2026-06-12,2026-06-16,GOOGL,BUY,2000,434.53,869060.0,6.0,17.3812,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000196,ORD-000066,EXEC-000196,2026-06-12,2026-06-16,META,SELL,1500,502.04,753060.0,4.5,15.0612,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000197,ORD-000066,EXEC-000197,2026-06-12,2026-06-16,MSFT,BUY,300,145.08,43524.0,0.9,0.8705,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000198,ORD-000067,EXEC-000198,2026-06-12,2026-06-16,AMZN,SELL,100,47.69,4769.0,0.3,0.0954,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000199,ORD-000067,EXEC-000199,2026-06-12,2026-06-16,JPM,BUY,1500,318.92,478380.0,4.5,9.5676,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
