internal_trade_id,order_id,execution_id,trade_date,settle_date,symbol,side,quantity,price,gross_amount,commission,fees,currency,strategy,portfolio,account_id,broker,source_system,created_at
INT-000200,ORD-000067,EXEC-000200,2026-06-12,2026-06-16,AAPL,SELL,200,350.98,70196.0,0.6,1.4039,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000201,ORD-000068,EXEC-000201,2026-06-12,2026-06-16,SPY,BUY,500,526.53,263265.0,1.5,5.2653,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000202,ORD-000068,EXEC-000202,2026-06-12,2026-06-16,AAPL,SELL,2000,59.18,118360.0,6.0,2.3672,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000203,ORD-000068,EXEC-000203,2026-06-12,2026-06-16,AAPL,SELL,1000,216.36,216360.0,3.0,4.3272,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000204,ORD-000069,EXEC-000204,2026-06-12,2026-06-16,NVDA,BUY,100,435.31,43531.0,0.3,0.8706,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000205,ORD-000069,EXEC-000205,2026-06-12,2026-06-16,AAPL,BUY,100,203.05,20305.0,0.3,0.4061,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000206,ORD-000069,EXEC-000206,2026-06-12,2026-06-16,AAPL,BUY,300,227.05,68115.0,0.9,1.3623,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000207,ORD-000070,EXEC-000207,2026-06-12,2026-06-16,GOOGL,SELL,500,451.12,225560.0,1.5,4.5112,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000208,ORD-000070,EXEC-000208,2026-06-12,2026-06-16,JPM,SELL,2000,321.18,642360.0,6.0,12.8472,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000209,ORD-000070,EXEC-000209,2026-06-12,2026-06-16,QQQ,BUY,1000,190.38,190380.0,3.0,3.8076,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000210,ORD-000071,EXEC-000210,2026-06-12,2026-06-16,META,SELL,1000,436.24,436240.0,3.0,8.7248,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000211,ORD-000071,EXEC-000211,2026-06-12,2026-06-16,AAPL,SELL,1000,598.93,598930.0,3.0,11.9786,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000212,ORD-000071,EXEC-000212,2026-06-12,2026-06-16,GOOGL,BUY,100,102.81,10281.0,0.3,0.2056,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000213,ORD-000072,EXEC-000213,2026-06-12,2026-06-16,MSFT,BUY,2000,394.19,788380.0,6.0,15.7676,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000214,ORD-000072,EXEC-000214,2026-06-12,2026-06-16,JPM,SELL,300,277.48,83244.0,0.9,1.6649,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000215,ORD-000072,EXEC-000215,2026-06-12,2026-06-16,GOOGL,SELL,200,577.1,115420.0,0.6,2.3084,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000216,ORD-000073,EXEC-000216,2026-06-12,2026-06-16,SPY,BUY,300,469.48,140844.0,0.9,2.8169,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000217,ORD-000073,EXEC-000217,2026-06-12,2026-06-16,JPM,BUY,100,98.72,9872.0,0.3,0.1974,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000218,ORD-000073,EXEC-000218,2026-06-12,2026-06-16,MSFT,SELL,1500,221.51,332265.0,4.5,6.6453,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000219,ORD-000074,EXEC-000219,2026-06-12,2026-06-16,NVDA,SELL,1000,150.06,150060.0,3.0,3.0012,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000220,ORD-000074,EXEC-000220,2026-06-12,2026-06-16,AAPL,SELL,1000,351.92,351920.0,3.0,7.0384,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000221,ORD-000074,EXEC-000221,2026-06-12,2026-06-16,META,SELL,1500,436.94,655410.0,4.5,13.1082,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000222,ORD-000075,EXEC-000222,2026-06-12,2026-06-16,NVDA,SELL,1500,63.02,94530.0,4.5,1.8906,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000223,ORD-000075,EXEC-000223,2026-06-12,2026-06-16,NVDA,SELL,1000,548.21,548210.0,3.0,10.9642,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000224,ORD-000075,EXEC-000224,2026-06-12,2026-06-16,NVDA,BUY,300,562.15,168645.0,0.9,3.3729,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000225,ORD-000076,EXEC-000225,2026-06-12,2026-06-16,META,BUY,1500,574.68,862020.0,4.5,17.2404,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000226,ORD-000076,EXEC-000226,2026-06-12,2026-06-16,SPY,BUY,1000,566.13,566130.0,3.0,11.3226,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000227,ORD-000076,EXEC-000227,2026-06-12,2026-06-16,AAPL,BUY,100,570.16,57016.0,0.3,1.1403,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000228,ORD-000077,EXEC-000228,2026-06-12,2026-06-16,QQQ,BUY,500,535.62,267810.0,1.5,5.3562,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000229,ORD-000077,EXEC-000229,2026-06-12,2026-06-16,AMZN,SELL,300,283.06,84918.0,0.9,1.6984,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000230,ORD-000077,EXEC-000230,2026-06-12,2026-06-16,TSLA,SELL,500,138.33,69165.0,1.5,1.3833,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000231,ORD-000078,EXEC-000231,2026-06-12,2026-06-16,GOOGL,SELL,200,461.19,92238.0,0.6,1.8448,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000232,ORD-000078,EXEC-000232,2026-06-12,2026-06-16,JPM,BUY,300,280.77,84231.0,0.9,1.6846,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000233,ORD-000078,EXEC-000233,2026-06-12,2026-06-16,TSLA,SELL,200,578.36,115672.0,0.6,2.3134,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000234,ORD-000079,EXEC-000234,2026-06-12,2026-06-16,NVDA,SELL,1000,290.75,290750.0,3.0,5.815,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000235,ORD-000079,EXEC-000235,2026-06-12,2026-06-16,TSLA,SELL,200,144.78,28956.0,0.6,0.5791,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000236,ORD-000079,EXEC-000236,2026-06-12,2026-06-16,JPM,SELL,300,331.28,99384.0,0.9,1.9877,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000237,ORD-000080,EXEC-000237,2026-06-12,2026-06-16,GOOGL,SELL,300,46.24,13872.0,0.9,0.2774,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000238,ORD-000080,EXEC-000238,2026-06-12,2026-06-16,MSFT,SELL,1000,281.21,281210.0,3.0,5.6242,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000239,ORD-000080,EXEC-000239,2026-06-12,2026-06-16,MSFT,SELL,300,481.04,144312.0,0.9,2.8862,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000240,ORD-000081,EXEC-000240,2026-06-12,2026-06-16,QQQ,SELL,1000,43.35,43350.0,3.0,0.867,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000241,ORD-000081,EXEC-000241,2026-06-12,2026-06-16,SPY,SELL,200,371.63,74326.0,0.6,1.4865,USD,MEAN_REVERSION,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000242,ORD-000081,EXEC-000242,2026-06-12,2026-06-16,NVDA,SELL,1000,448.81,448810.0,3.0,8.9762,USD,ETF_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000243,ORD-000082,EXEC-000243,2026-06-12,2026-06-16,JPM,BUY,300,212.12,63636.0,0.9,1.2727,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000244,ORD-000082,EXEC-000244,2026-06-12,2026-06-16,QQQ,SELL,300,580.9,174270.0,0.9,3.4854,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000245,ORD-000082,EXEC-000245,2026-06-12,2026-06-16,NVDA,SELL,200,496.56,99312.0,0.6,1.9862,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000246,ORD-000083,EXEC-000246,2026-06-12,2026-06-16,AAPL,SELL,300,262.89,78867.0,0.9,1.5773,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000247,ORD-000083,EXEC-000247,2026-06-12,2026-06-16,AAPL,BUY,1000,140.26,140260.0,3.0,2.8052,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000248,ORD-000083,EXEC-000248,2026-06-12,2026-06-16,NVDA,SELL,1000,218.55,218550.0,3.0,4.371,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000249,ORD-000084,EXEC-000249,2026-06-12,2026-06-16,AMZN,SELL,1000,193.13,193130.0,3.0,3.8626,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000250,ORD-000084,EXEC-000250,2026-06-12,2026-06-16,GOOGL,SELL,300,345.08,103524.0,0.9,2.0705,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000251,ORD-000084,EXEC-000251,2026-06-12,2026-06-16,QQQ,SELL,500,494.66,247330.0,1.5,4.9466,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000252,ORD-000085,EXEC-000252,2026-06-12,2026-06-16,MSFT,SELL,500,400.46,200230.0,1.5,4.0046,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000253,ORD-000085,EXEC-000253,2026-06-12,2026-06-16,SPY,SELL,1000,423.78,423780.0,3.0,8.4756,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000254,ORD-000085,EXEC-000254,2026-06-12,2026-06-16,AAPL,BUY,1500,155.05,232575.0,4.5,4.6515,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000255,ORD-000086,EXEC-000255,2026-06-12,2026-06-16,MSFT,BUY,100,579.42,57942.0,0.3,1.1588,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000256,ORD-000086,EXEC-000256,2026-06-12,2026-06-16,AMZN,SELL,300,185.54,55662.0,0.9,1.1132,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000257,ORD-000086,EXEC-000257,2026-06-12,2026-06-16,NVDA,SELL,2000,121.96,243920.0,6.0,4.8784,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000258,ORD-000087,EXEC-000258,2026-06-12,2026-06-16,META,BUY,100,193.07,19307.0,0.3,0.3861,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000259,ORD-000087,EXEC-000259,2026-06-12,2026-06-16,JPM,SELL,200,513.61,102722.0,0.6,2.0544,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000260,ORD-000087,EXEC-000260,2026-06-12,2026-06-16,GOOGL,BUY,1500,286.17,429255.0,4.5,8.5851,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000261,ORD-000088,EXEC-000261,2026-06-12,2026-06-16,META,BUY,200,374.35,74870.0,0.6,1.4974,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000262,ORD-000088,EXEC-000262,2026-06-12,2026-06-16,MSFT,SELL,1500,75.32,112980.0,4.5,2.2596,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000263,ORD-000088,EXEC-000263,2026-06-12,2026-06-16,AAPL,SELL,500,156.6,78300.0,1.5,1.566,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000264,ORD-000089,EXEC-000264,2026-06-12,2026-06-16,META,SELL,1500,157.06,235590.0,4.5,4.7118,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000265,ORD-000089,EXEC-000265,2026-06-12,2026-06-16,NVDA,SELL,1500,311.46,467190.0,4.5,9.3438,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000266,ORD-000089,EXEC-000266,2026-06-12,2026-06-16,GOOGL,BUY,200,575.27,115054.0,0.6,2.3011,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000267,ORD-000090,EXEC-000267,2026-06-12,2026-06-16,TSLA,SELL,2000,331.76,663520.0,6.0,13.2704,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000268,ORD-000090,EXEC-000268,2026-06-12,2026-06-16,SPY,SELL,1000,428.18,428180.0,3.0,8.5636,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000269,ORD-000090,EXEC-000269,2026-06-12,2026-06-16,QQQ,BUY,200,210.31,42062.0,0.6,0.8412,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000270,ORD-000091,EXEC-000270,2026-06-12,2026-06-16,QQQ,SELL,100,541.36,54136.0,0.3,1.0827,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000271,ORD-000091,EXEC-000271,2026-06-12,2026-06-16,SPY,SELL,500,347.07,173535.0,1.5,3.4707,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000272,ORD-000091,EXEC-000272,2026-06-12,2026-06-16,TSLA,SELL,2000,21.75,43500.0,6.0,0.87,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000273,ORD-000092,EXEC-000273,2026-06-12,2026-06-16,GOOGL,BUY,1000,596.59,596590.0,3.0,11.9318,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000274,ORD-000092,EXEC-000274,2026-06-12,2026-06-16,TSLA,BUY,2000,98.55,197100.0,6.0,3.942,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000275,ORD-000092,EXEC-000275,2026-06-12,2026-06-16,JPM,SELL,500,66.54,33270.0,1.5,0.6654,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000276,ORD-000093,EXEC-000276,2026-06-12,2026-06-16,NVDA,SELL,1000,93.86,93860.0,3.0,1.8772,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000277,ORD-000093,EXEC-000277,2026-06-12,2026-06-16,JPM,SELL,1000,239.98,239980.0,3.0,4.7996,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000278,ORD-000093,EXEC-000278,2026-06-12,2026-06-16,NVDA,SELL,200,563.7,112740.0,0.6,2.2548,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000279,ORD-000094,EXEC-000279,2026-06-12,2026-06-16,QQQ,BUY,200,139.53,27906.0,0.6,0.5581,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000280,ORD-000094,EXEC-000280,2026-06-12,2026-06-16,AMZN,BUY,500,274.6,137300.0,1.5,2.746,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000281,ORD-000094,EXEC-000281,2026-06-12,2026-06-16,SPY,SELL,200,493.16,98632.0,0.6,1.9726,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000282,ORD-000095,EXEC-000282,2026-06-12,2026-06-16,META,BUY,1500,322.33,483495.0,4.5,9.6699,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000283,ORD-000095,EXEC-000283,2026-06-12,2026-06-16,SPY,BUY,1500,413.68,620520.0,4.5,12.4104,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000284,ORD-000095,EXEC-000284,2026-06-12,2026-06-16,TSLA,SELL,1500,261.47,392205.0,4.5,7.8441,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000285,ORD-000096,EXEC-000285,2026-06-12,2026-06-16,SPY,SELL,200,512.62,102524.0,0.6,2.0505,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000286,ORD-000096,EXEC-000286,2026-06-12,2026-06-16,SPY,SELL,500,343.23,171615.0,1.5,3.4323,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000287,ORD-000096,EXEC-000287,2026-06-12,2026-06-16,AMZN,SELL,1500,65.86,98790.0,4.5,1.9758,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000288,ORD-000097,EXEC-000288,2026-06-12,2026-06-16,AAPL,SELL,500,410.73,205365.0,1.5,4.1073,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000289,ORD-000097,EXEC-000289,2026-06-12,2026-06-16,QQQ,BUY,500,141.16,70580.0,1.5,1.4116,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000290,ORD-000097,EXEC-000290,2026-06-12,2026-06-16,AMZN,BUY,1500,599.75,899625.0,4.5,17.9925,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000291,ORD-000098,EXEC-000291,2026-06-12,2026-06-16,AMZN,SELL,2000,184.17,368340.0,6.0,7.3668,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000292,ORD-000098,EXEC-000292,2026-06-12,2026-06-16,GOOGL,SELL,500,77.19,38595.0,1.5,0.7719,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000293,ORD-000098,EXEC-000293,2026-06-12,2026-06-16,GOOGL,SELL,500,46.51,23255.0,1.5,0.4651,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000294,ORD-000099,EXEC-000294,2026-06-12,2026-06-16,SPY,SELL,300,108.4,32520.0,0.9,0.6504,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000295,ORD-000099,EXEC-000295,2026-06-12,2026-06-16,JPM,SELL,300,462.75,138825.0,0.9,2.7765,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000296,ORD-000099,EXEC-000296,2026-06-12,2026-06-16,GOOGL,BUY,200,437.78,87556.0,0.6,1.7511,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000297,ORD-000100,EXEC-000297,2026-06-12,2026-06-16,MSFT,BUY,2000,23.7,47400.0,6.0,0.948,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000298,ORD-000100,EXEC-000298,2026-06-12,2026-06-16,AAPL,BUY,1000,284.49,284490.0,3.0,5.6898,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000299,ORD-000100,EXEC-000299,2026-06-12,2026-06-16,AAPL,SELL,100,29.7,2970.0,0.3,0.0594,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
