internal_trade_id,order_id,execution_id,trade_date,settle_date,symbol,side,quantity,price,gross_amount,commission,fees,currency,strategy,portfolio,account_id,broker,source_system,created_at
INT-000300,ORD-000101,EXEC-000300,2026-06-12,2026-06-16,SPY,SELL,2000,565.03,1130060.0,6.0,22.6012,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000301,ORD-000101,EXEC-000301,2026-06-12,2026-06-16,AMZN,BUY,1000,325.34,325340.0,3.0,6.5068,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000302,ORD-000101,EXEC-000302,2026-06-12,2026-06-16,GOOGL,SELL,500,347.7,173850.0,1.5,3.477,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000303,ORD-000102,EXEC-000303,2026-06-12,2026-06-16,AAPL,BUY,500,239.97,119985.0,1.5,2.3997,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000304,ORD-000102,EXEC-000304,2026-06-12,2026-06-16,NVDA,BUY,500,510.29,255145.0,1.5,5.1029,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000305,ORD-000102,EXEC-000305,2026-06-12,2026-06-16,AMZN,BUY,2000,421.53,843060.0,6.0,16.8612,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000306,ORD-000103,EXEC-000306,2026-06-12,2026-06-16,MSFT,SELL,1000,346.84,346840.0,3.0,6.9368,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000307,ORD-000103,EXEC-000307,2026-06-12,2026-06-16,AMZN,BUY,2000,496.0,992000.0,6.0,19.84,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000308,ORD-000103,EXEC-000308,2026-06-12,2026-06-16,QQQ,BUY,1000,504.1,504100.0,3.0,10.082,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000309,ORD-000104,EXEC-000309,2026-06-12,2026-06-16,MSFT,SELL,100,76.66,7666.0,0.3,0.1533,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000310,ORD-000104,EXEC-000310,2026-06-12,2026-06-16,GOOGL,BUY,1500,178.53,267795.0,4.5,5.3559,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000311,ORD-000104,EXEC-000311,2026-06-12,2026-06-16,SPY,SELL,500,127.73,63865.0,1.5,1.2773,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000312,ORD-000105,EXEC-000312,2026-06-12,2026-06-16,AMZN,BUY,100,175.42,17542.0,0.3,0.3508,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000313,ORD-000105,EXEC-000313,2026-06-12,2026-06-16,GOOGL,BUY,100,23.01,2301.0,0.3,0.046,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000314,ORD-000105,EXEC-000314,2026-06-12,2026-06-16,MSFT,BUY,100,128.69,12869.0,0.3,0.2574,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000315,ORD-000106,EXEC-000315,2026-06-12,2026-06-16,MSFT,SELL,1000,73.98,73980.0,3.0,1.4796,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000316,ORD-000106,EXEC-000316,2026-06-12,2026-06-16,META,SELL,500,471.92,235960.0,1.5,4.7192,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000317,ORD-000106,EXEC-000317,2026-06-12,2026-06-16,NVDA,BUY,300,194.66,58398.0,0.9,1.168,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000318,ORD-000107,EXEC-000318,2026-06-12,2026-06-16,TSLA,SELL,500,193.86,96930.0,1.5,1.9386,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000319,ORD-000107,EXEC-000319,2026-06-12,2026-06-16,JPM,BUY,500,82.04,41020.0,1.5,0.8204,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000320,ORD-000107,EXEC-000320,2026-06-12,2026-06-16,QQQ,SELL,2000,520.08,1040160.0,6.0,20.8032,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000321,ORD-000108,EXEC-000321,2026-06-12,2026-06-16,META,SELL,1000,569.42,569420.0,3.0,11.3884,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000322,ORD-000108,EXEC-000322,2026-06-12,2026-06-16,TSLA,SELL,300,446.23,133869.0,0.9,2.6774,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000323,ORD-000108,EXEC-000323,2026-06-12,2026-06-16,TSLA,SELL,2000,475.8,951600.0,6.0,19.032,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000324,ORD-000109,EXEC-000324,2026-06-12,2026-06-16,SPY,BUY,1500,287.74,431610.0,4.5,8.6322,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000325,ORD-000109,EXEC-000325,2026-06-12,2026-06-16,MSFT,SELL,1500,309.6,464400.0,4.5,9.288,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000326,ORD-000109,EXEC-000326,2026-06-12,2026-06-16,NVDA,SELL,2000,238.65,477300.0,6.0,9.546,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000327,ORD-000110,EXEC-000327,2026-06-12,2026-06-16,SPY,BUY,2000,581.69,1163380.0,6.0,23.2676,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000328,ORD-000110,EXEC-000328,2026-06-12,2026-06-16,GOOGL,BUY,1500,375.35,563025.0,4.5,11.2605,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000329,ORD-000110,EXEC-000329,2026-06-12,2026-06-16,MSFT,BUY,100,170.07,17007.0,0.3,0.3401,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000330,ORD-000111,EXEC-000330,2026-06-12,2026-06-16,TSLA,SELL,2000,414.14,828280.0,6.0,16.5656,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000331,ORD-000111,EXEC-000331,2026-06-12,2026-06-16,JPM,BUY,300,261.27,78381.0,0.9,1.5676,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000332,ORD-000111,EXEC-000332,2026-06-12,2026-06-16,META,SELL,500,474.88,237440.0,1.5,4.7488,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000333,ORD-000112,EXEC-000333,2026-06-12,2026-06-16,MSFT,SELL,1500,424.12,636180.0,4.5,12.7236,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000334,ORD-000112,EXEC-000334,2026-06-12,2026-06-16,MSFT,BUY,2000,218.99,437980.0,6.0,8.7596,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000335,ORD-000112,EXEC-000335,2026-06-12,2026-06-16,SPY,BUY,300,344.71,103413.0,0.9,2.0683,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000336,ORD-000113,EXEC-000336,2026-06-12,2026-06-16,NVDA,SELL,500,36.93,18465.0,1.5,0.3693,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000337,ORD-000113,EXEC-000337,2026-06-12,2026-06-16,TSLA,BUY,1500,144.58,216870.0,4.5,4.3374,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000338,ORD-000113,EXEC-000338,2026-06-12,2026-06-16,GOOGL,SELL,200,285.38,57076.0,0.6,1.1415,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000339,ORD-000114,EXEC-000339,2026-06-12,2026-06-16,QQQ,SELL,1000,86.25,86250.0,3.0,1.725,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000340,ORD-000114,EXEC-000340,2026-06-12,2026-06-16,QQQ,BUY,1500,97.69,146535.0,4.5,2.9307,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000341,ORD-000114,EXEC-000341,2026-06-12,2026-06-16,NVDA,SELL,1500,101.99,152985.0,4.5,3.0597,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000342,ORD-000115,EXEC-000342,2026-06-12,2026-06-16,TSLA,BUY,500,388.59,194295.0,1.5,3.8859,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000343,ORD-000115,EXEC-000343,2026-06-12,2026-06-16,META,BUY,200,202.46,40492.0,0.6,0.8098,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000344,ORD-000115,EXEC-000344,2026-06-12,2026-06-16,JPM,BUY,200,492.83,98566.0,0.6,1.9713,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000345,ORD-000116,EXEC-000345,2026-06-12,2026-06-16,TSLA,SELL,500,117.01,58505.0,1.5,1.1701,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000346,ORD-000116,EXEC-000346,2026-06-12,2026-06-16,AAPL,SELL,200,331.81,66362.0,0.6,1.3272,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000347,ORD-000116,EXEC-000347,2026-06-12,2026-06-16,QQQ,BUY,300,469.57,140871.0,0.9,2.8174,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000348,ORD-000117,EXEC-000348,2026-06-12,2026-06-16,TSLA,BUY,1500,501.44,752160.0,4.5,15.0432,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000349,ORD-000117,EXEC-000349,2026-06-12,2026-06-16,META,SELL,2000,493.7,987400.0,6.0,19.748,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000350,ORD-000117,EXEC-000350,2026-06-12,2026-06-16,QQQ,SELL,2000,432.24,864480.0,6.0,17.2896,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000351,ORD-000118,EXEC-000351,2026-06-12,2026-06-16,AMZN,BUY,2000,54.43,108860.0,6.0,2.1772,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000352,ORD-000118,EXEC-000352,2026-06-12,2026-06-16,META,SELL,1000,175.06,175060.0,3.0,3.5012,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000353,ORD-000118,EXEC-000353,2026-06-12,2026-06-16,AAPL,SELL,2000,400.42,800840.0,6.0,16.0168,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000354,ORD-000119,EXEC-000354,2026-06-12,2026-06-16,GOOGL,BUY,2000,509.26,1018520.0,6.0,20.3704,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000355,ORD-000119,EXEC-000355,2026-06-12,2026-06-16,TSLA,SELL,500,63.8,31900.0,1.5,0.638,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000356,ORD-000119,EXEC-000356,2026-06-12,2026-06-16,JPM,SELL,300,357.53,107259.0,0.9,2.1452,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000357,ORD-000120,EXEC-000357,2026-06-12,2026-06-16,MSFT,SELL,200,581.51,116302.0,0.6,2.326,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000358,ORD-000120,EXEC-000358,2026-06-12,2026-06-16,META,SELL,1000,355.2,355200.0,3.0,7.104,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000359,ORD-000120,EXEC-000359,2026-06-12,2026-06-16,AAPL,BUY,1500,474.66,711990.0,4.5,14.2398,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000360,ORD-000121,EXEC-000360,2026-06-12,2026-06-16,JPM,SELL,100,595.27,59527.0,0.3,1.1905,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000361,ORD-000121,EXEC-000361,2026-06-12,2026-06-16,NVDA,SELL,100,399.66,39966.0,0.3,0.7993,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000362,ORD-000121,EXEC-000362,2026-06-12,2026-06-16,AAPL,SELL,1500,197.2,295800.0,4.5,5.916,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000363,ORD-000122,EXEC-000363,2026-06-12,2026-06-16,MSFT,BUY,200,296.55,59310.0,0.6,1.1862,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000364,ORD-000122,EXEC-000364,2026-06-12,2026-06-16,AAPL,SELL,2000,89.94,179880.0,6.0,3.5976,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000365,ORD-000122,EXEC-000365,2026-06-12,2026-06-16,AMZN,SELL,100,443.84,44384.0,0.3,0.8877,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000366,ORD-000123,EXEC-000366,2026-06-12,2026-06-16,META,BUY,500,468.61,234305.0,1.5,4.6861,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000367,ORD-000123,EXEC-000367,2026-06-12,2026-06-16,QQQ,BUY,500,223.69,111845.0,1.5,2.2369,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000368,ORD-000123,EXEC-000368,2026-06-12,2026-06-16,AMZN,BUY,100,101.21,10121.0,0.3,0.2024,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000369,ORD-000124,EXEC-000369,2026-06-12,2026-06-16,GOOGL,BUY,200,180.64,36128.0,0.6,0.7226,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000370,ORD-000124,EXEC-000370,2026-06-12,2026-06-16,META,BUY,1000,372.02,372020.0,3.0,7.4404,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000371,ORD-000124,EXEC-000371,2026-06-12,2026-06-16,AMZN,SELL,500,85.39,42695.0,1.5,0.8539,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000372,ORD-000125,EXEC-000372,2026-06-12,2026-06-16,GOOGL,BUY,500,519.27,259635.0,1.5,5.1927,USD,MEAN_REVERSION,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000373,ORD-000125,EXEC-000373,2026-06-12,2026-06-16,JPM,BUY,100,360.67,36067.0,0.3,0.7213,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000374,ORD-000125,EXEC-000374,2026-06-12,2026-06-16,AAPL,SELL,1000,186.16,186160.0,3.0,3.7232,USD,ETF_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000375,ORD-000126,EXEC-000375,2026-06-12,2026-06-16,MSFT,BUY,300,68.49,20547.0,0.9,0.4109,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000376,ORD-000126,EXEC-000376,2026-06-12,2026-06-16,TSLA,BUY,300,425.23,127569.0,0.9,2.5514,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000377,ORD-000126,EXEC-000377,2026-06-12,2026-06-16,MSFT,SELL,100,282.96,28296.0,0.3,0.5659,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000378,ORD-000127,EXEC-000378,2026-06-12,2026-06-16,MSFT,BUY,1500,99.58,149370.0,4.5,2.9874,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000379,ORD-000127,EXEC-000379,2026-06-12,2026-06-16,SPY,SELL,200,235.68,47136.0,0.6,0.9427,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000380,ORD-000127,EXEC-000380,2026-06-12,2026-06-16,GOOGL,SELL,300,323.84,97152.0,0.9,1.943,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000381,ORD-000128,EXEC-000381,2026-06-12,2026-06-16,SPY,SELL,100,309.77,30977.0,0.3,0.6195,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000382,ORD-000128,EXEC-000382,2026-06-12,2026-06-16,META,BUY,1000,410.99,410990.0,3.0,8.2198,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000383,ORD-000128,EXEC-000383,2026-06-12,2026-06-16,AAPL,BUY,100,293.62,29362.0,0.3,0.5872,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000384,ORD-000129,EXEC-000384,2026-06-12,2026-06-16,SPY,SELL,200,206.65,41330.0,0.6,0.8266,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000385,ORD-000129,EXEC-000385,2026-06-12,2026-06-16,QQQ,SELL,100,311.18,31118.0,0.3,0.6224,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000386,ORD-000129,EXEC-000386,2026-06-12,2026-06-16,TSLA,BUY,500,522.3,261150.0,1.5,5.223,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000387,ORD-000130,EXEC-000387,2026-06-12,2026-06-16,AAPL,SELL,200,189.13,37826.0,0.6,0.7565,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000388,ORD-000130,EXEC-000388,2026-06-12,2026-06-16,QQQ,SELL,2000,470.01,940020.0,6.0,18.8004,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000389,ORD-000130,EXEC-000389,2026-06-12,2026-06-16,TSLA,BUY,200,334.1,66820.0,0.6,1.3364,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000390,ORD-000131,EXEC-000390,2026-06-12,2026-06-16,TSLA,SELL,100,139.01,13901.0,0.3,0.278,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000391,ORD-000131,EXEC-000391,2026-06-12,2026-06-16,NVDA,SELL,100,45.46,4546.0,0.3,0.0909,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000392,ORD-000131,EXEC-000392,2026-06-12,2026-06-16,MSFT,BUY,1000,97.44,97440.0,3.0,1.9488,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000393,ORD-000132,EXEC-000393,2026-06-12,2026-06-16,NVDA,BUY,300,171.37,51411.0,0.9,1.0282,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000394,ORD-000132,EXEC-000394,2026-06-12,2026-06-16,JPM,SELL,200,63.32,12664.0,0.6,0.2533,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000395,ORD-000132,EXEC-000395,2026-06-12,2026-06-16,MSFT,BUY,500,290.31,145155.0,1.5,2.9031,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000396,ORD-000133,EXEC-000396,2026-06-12,2026-06-16,JPM,SELL,500,173.7,86850.0,1.5,1.737,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000397,ORD-000133,EXEC-000397,2026-06-12,2026-06-16,QQQ,BUY,200,504.84,100968.0,0.6,2.0194,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000398,ORD-000133,EXEC-000398,2026-06-12,2026-06-16,GOOGL,SELL,1000,48.39,48390.0,3.0,0.9678,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000399,ORD-000134,EXEC-000399,2026-06-12,2026-06-16,TSLA,SELL,1000,453.89,453890.0,3.0,9.0778,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000400,ORD-000134,EXEC-000400,2026-06-12,2026-06-16,NVDA,BUY,100,55.77,5577.0,0.3,0.1115,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
